,Nombre,Barrio,Tipo_terraza
1807,CAFETERIA 3 OLIVOS,VALVERDE            ,Calle peatonal
1808,BELLA VISTA RESTAURACION,NUEVA ESPA?A        ,Acera
1809,BAR-RESTAURANTE,PROSPERIDAD         ,Acera
1810,RESTAURANTE SAMM,NUEVA ESPA?A        ,Otros
1811,BAR NARANJO,PUEBLO NUEVO        ,Calle peatonal
1812,EL RINCON DE ANA,PUEBLO NUEVO        ,Calle peatonal
1813,RESTAURANTE GRILL STILL,SIMANCAS            ,Acera
1814,BAR LA SIESTA,PUERTA DEL ANGEL    ,Acera
1815,EL SABROSO,VALDEACEDERAS       ,Acera
1816,BAR PACO,MOSCARDO            ,Acera
1817,CAFETERIA EL BALON DE ORO,SAN FERMIN          ,Acera
1818,PIMIENTO VERDE,LISTA               ,Acera
1819,BAR EL TRES,EMBAJADORES         ,Acera
1820,LA BUGA DEL LOBO,EMBAJADORES         ,Acera
1821,ROTULO,ALUCHE              ,Calle peatonal
1822,CPK,LUCERO              ,Acera
1823,DONER KEBAB RESTAURANTE CAFETERIA EL JARDIN II,BUENAVISTA          ,Acera
1824,DON PEDRO,VISTA ALEGRE        ,Acera
1825,BAR CARUL,OPA?EL              ,Acera
1826,PASTELERIA,SAN DIEGO           ,Acera
1827,LAKEDADA,ALMENARA            ,Acera
1828,TABERNA LAS BOTAS,IBIZA               ,Acera
1829,CAFETERIA YEMEN,PACIFICO            ,Acera
1830,LA FONDA DE ALGORA,IBIZA               ,Acera
1831,EL RINCON DE ESTRELLA,ESTRELLA            ,Acera
1832,MESON LA COLONIA,NUMANCIA            ,Acera
1833,BAR EL CRUCE,CIUDAD JARDIN       ,Acera
1834,LA TASQUITA DEL PEREIRA,PROSPERIDAD         ,Acera
1835,RODILLA,EL VISO             ,Acera
1836,TATE'S,CIUDAD JARDIN       ,Acera
1837,BAR CASLA,COLINA              ,Acera
1838,LOS LE?OS,QUINTANA            ,Plaza con bandas permanentes de circulaci? rodada
1839,BAR LOS TOROS,PUEBLO NUEVO        ,Acera
1840,TABERNA ECHULA,ALUCHE              ,Calle peatonal
1841,TABERNA DEL VOLAPIE JEREZ 1872,PROSPERIDAD         ,Acera
1842,LA ENCINITA ,EL VISO             ,Acera
1843,TABERNA ARANZAZU,PROSPERIDAD         ,Acera
1844,BAR-RESTAURANTE CASA MANOLO,VALDEBERNARDO,Acera
1845,CAFETERIA CALAVI,CASCO H.VICALVARO   ,Bulevar
1846,RESTAURANTE LA DEHESA CATELLANA II,PACIFICO            ,Acera
1847,COPA DE BALON,VALDEMARIN          ,Acera
1848,BAR PASTRANA,ENTREVIAS           ,Acera
1849,BENDITA LOCURA,CASTELLANA          ,Acera
1850,GUSTITO,PUEBLO NUEVO        ,Calle peatonal
1851,CAFE SAN MIGUEL CERVECERIA,LAS AGUILAS         ,Superficie en parcela privada
1852,BAR MAJEAN,OPA?EL              ,Acera
1853,R?TULO NO INFORMADO,EL PILAR            ,Plaza peatonal
1854,CAFETERIA BET MAR,VALVERDE            ,Acera
1855,CAFE BAR,VALVERDE            ,Acera
1856,TELEPIZZA,EL PILAR            ,Acera
1857,CAFETERIA MONTECARLO,EL GOLOSO           ,Acera
1858,LAKAFE,PE?A GRANDE         ,Superficie en parcela privada
1859,CAFETERIA,PUEBLO NUEVO        ,Acera
1860,EL HORNO,CASTELLANA          ,Acera
1861,EL RINCON DE PELAYO,IBIZA               ,Acera
1862,LA CUCHARA DE PACHI,CASTILLEJOS         ,Acera
1863,D?PICNIC,NI?O JESUS          ,Acera
1864,BAR SAN LUCAS BAR,IBIZA               ,Acera
1865,KUBO KING,PACIFICO            ,Acera
1866,BURGEN KING - PLAY KING,IBIZA               ,Bulevar
1867,EL RINCON DE EXTREMADURA,PACIFICO            ,Acera
1868,AGRO NATURAL,PACIFICO            ,Acera
1869,BAR PUB SEIS PENIQUES,LOS JERONIMOS       ,Acera
1870,LA TERRAZA DE LA MORDIDA,NI?O JESUS          ,Acera
1871,OKAF? TABERNA GALLEGA,RECOLETOS           ,Acera
1872,LA DIVINA DE GOYA,GOYA                ,Acera
1873,KEBAB SIMANCAS,SIMANCAS            ,Acera
1874,MESON CAFE ESPA?A,CANILLEJAS          ,Acera
1875,DONDE SIEMPRE,PROSPERIDAD         ,Acera
1876,RESTAURANTE,HISPANOAMERICA      ,Acera
1877,COVENT GARDEN,NUEVA ESPA?A        ,Acera
1878,VINOTECA EL CALDERO,PACIFICO            ,Acera
1879,BAR MI CASI?A,PACIFICO            ,Acera
1880,TACAZZO,IBIZA               ,Acera
1881,A RIBEIRA SACRA,PACIFICO            ,Acera
1882,LA TABERNA DE O'DONELL,IBIZA               ,Acera
1883,BAR SANCHIS,IBIZA               ,Acera
1884,NAPOLI,PACIFICO            ,Acera
1885,MESON RESTAURANTE EL HORREO,FUENTE DEL BERRO    ,Plaza peatonal
1886,EL TREN DE ARGANDA,NI?O JESUS          ,Bulevar
1887,FRUTAS PARRA VERDURAS,IBIZA               ,Bulevar
1888,AGORA,SANTA EUGENIA       ,Acera
1889,CAFETERIA-CERVECERIA BOKATA,ORCASUR             ,Otros
1890,BAR DE TAPAS,ALUCHE              ,Calle peatonal
1891,CAFETERIA CRIS CERVECERIA,ALUCHE              ,Acera
1892,BAR RESTAURANTE SUSHICOME,VALVERDE            ,Superficie en parcela privada
1893,CAFETERIA ALTAMIRA,EL PILAR            ,Superficie en parcela privada
1894,CHOCOLATERIA CAFETERIA DEL RINCON CHURRERIA,PALOMERAS SURESTE   ,Acera
1895,CAFEOTECA,CASA DE CAMPO       ,Acera
1896,LOS CASTA?OS II,LEGAZPI             ,Acera
1897,THE GREEN CORNER,LAS AGUILAS         ,Acera
1898,BISTRO URQUIJO                                 ,ARGUELLES           ,Acera
1899,GONZALO FIDALGO LLAMAZARES,UNIVERSIDAD         ,Acera
1900,TABERNA EL COCODRILO,GUINDALERA          ,Acera
1901,"CHURRERIA CAFE DE LAS FLORES, SL",ENSANCHE DE VALLECAS,Bulevar
1902,TUPIZZA RETIRO S.L.,IBIZA               ,Bulevar
1903,TWIN PIZZA,NI?O JESUS          ,Acera
1904,BAR LOS CARRETEROS,PALOMERAS SURESTE   ,Acera
1905,CERVECERIA 100 MONTADITOS,NI?O JESUS          ,Acera
1906,CIEN PIZZITAS,HISPANOAMERICA      ,Acera
1907,LA TARANTELLA,HISPANOAMERICA      ,Otros
1908,CAFETERIA CERVECER?A BLANCO Y NEGRO,PUERTA DEL ANGEL    ,Acera
1909,SENY                                              ,GOYA                ,Acera
1910,EL ASADOR DE ARANDA                               ,CASTELLANA          ,Acera
1911,OYAMEL,GOYA                ,Acera
1912,SO?A,CASTELLANA          ,Acera
1913,LA TITA RIVERA,JUSTICIA            ,Calle peatonal
1914,TAPA MONTERA,SOL                 ,Calle peatonal
1915,BAR TIMON,PALACIO             ,Plaza peatonal
1916,LA CALETA,BUENAVISTA          ,Acera
1917,ELAING,CASCO H.VALLECAS    ,Acera
1918,EL REY DE COPAS,SANTA EUGENIA       ,Otros
1919,SIDRER?A ASGAYA,SANTA EUGENIA       ,Acera
1920,VIPS,GOYA                ,Acera
1921,MAKKILA,CASTELLANA          ,Acera
1922,CERVECER?A C. MART?N,VALVERDE            ,Calle peatonal
1923,TABERNA LA FELIPA,EL GOLOSO           ,Acera
1924,BAR RESTAURANTE CASA MARIANO,ORCASUR             ,Acera
1925,DONNER KEBAB POLLO ASADO,MOSCARDO            ,Acera
1926,"RESTAURANTE CAFETERIA JOSMA (LOCAL 9A, 9B Y 10)",EL SALVADOR         ,Superficie en parcela privada
1927,EZARO,FUENTE DEL BERRO    ,Acera
1928,BAR ECLIPSE,ALUCHE              ,Acera
1929,OLE T?,VENTAS              ,Acera
1930,LE PETIT RESTAURANT,ALMENARA            ,Acera
1931,BAR ARTAJONA,VALDEZARZA          ,Acera
1932,BAR CHIGAR,VISTA ALEGRE        ,Acera
1933,ADEREZO 37,ARGUELLES           ,Acera
1934,KEBABISH,PUERTA DEL ANGEL    ,Plaza peatonal
1935,LA PARRILLA,PUEBLO NUEVO        ,Calle peatonal
1936,LA CASA DEL ABUELO,RECOLETOS           ,Acera
1937,MAKKILA,CASTELLANA          ,Acera
1938,LA BOIGA,CASTELLANA          ,Acera
1939,BEER & GRILL CERVEZA BRASA,CIUDAD UNIVERSITARIA,Acera
1940,BAR RESTAURANTE JESUS                             ,GUINDALERA          ,Acera
1941,TELEPIZZA,CASTELLANA          ,Acera
1942,VERGARA 97 ,CASTELLANA          ,Acera
1943,DISCOMAR,PALACIO             ,Acera
1944,RESTAURANTE PISCO 41,PALACIO             ,Otros
1945,R?TULO NO INFORMADO,JUSTICIA            ,Acera
1946,RESTAURANTE MESON CARDE?A,CORTES              ,Acera
1947,GOYESCA II,GOYA                ,Acera
1948,PEPE NERO,ARGUELLES           ,Acera
1949,VUKATA,ALUCHE              ,Acera
1950,MONTE MUNIELLOS,ALUCHE              ,Acera
1951,BAR ,SANTA EUGENIA       ,Otros
1952,PANARIA,HISPANOAMERICA      ,Acera
1953,BAR SIRIO 28,ESTRELLA            ,Acera
1954,RIC?N DE ATI,PALACIO             ,Acera
1955,EL PIMIENTO VERDE,PALACIO             ,Otros
1956,BAHIA NEGRA,CASTILLA            ,Bulevar
1957,ARCADE,PROSPERIDAD         ,Acera
1958,LE CAFE,RECOLETOS           ,Acera
1959,EL JARD?N DEL AZOGUEJO,MEDIA LEGUA         ,Acera
1960,SIN R?TULO,UNIVERSIDAD         ,Plaza con bandas permanentes de circulaci? rodada
1961,LA CASA DE LA CERVEZA,LISTA               ,Acera
1962,GREEN,CASTELLANA          ,Plaza peatonal
1963,JUICY AVENUE,CASTELLANA          ,Acera
1964,BOTILLO,CASTELLANA          ,Acera
1965,LE PAIN QUOTIDIEN,RECOLETOS           ,Acera
1966,MOJA Y PICA,ACACIAS             ,Acera
1967,ODDS,CASTELLANA          ,Acera
1968,M?S QUE PINTXOS,HISPANOAMERICA      ,Acera
1969,TOMATE EL PLACER,SIMANCAS            ,Acera
1970,CAFETERIA PROSPERIDAD,CIUDAD JARDIN       ,Plaza peatonal
1971,BAR RESTAURANTE LA ?ORA,BUTARQUE            ,Acera
1972,LA BODEGA DEL OSO,CASTELLANA          ,Acera
1973,GRANIER,PALOS DE MOGUER     ,Acera
1974,LAMBUZO,IBIZA               ,Acera
1975,EL HORNO DE LA  ABUELA,PACIFICO            ,Acera
1976,SILVELA 77,LISTA               ,Acera
1977,BAR-RESTAURANTE,ARAVACA             ,Acera
1978,RESTAURANTE CASA LUCIANO,EMBAJADORES         ,Acera
1979,TASCA LA FARMACIA                                 ,CASTELLANA          ,Acera
1980,BAR TRUJILLO,ROSAS               ,Otros
1981,ESBARDOS,CASTELLANA          ,Acera
1982,BAR BLAZQUEZ CERVECERIA,VINATEROS           ,Otros
1983,CAFETERIA VENECIA,LOS ROSALES         ,Superficie en parcela privada
1984,UNIVERSO KEBAB,PUEBLO NUEVO        ,Acera
1985,LA SANTA TAPA,QUINTANA            ,Acera
1986,LA VENTURITA,OPA?EL              ,Acera
1987,BAR ALTOZANO,OPA?EL              ,Acera
1988,ESPACIO NUEVO AZUL,JUSTICIA            ,Acera
1989,CASA ORLANDO,SOL                 ,Acera
1990,AJI LIMON,QUINTANA            ,Acera
1991,DORO'S BRISTRO,SOL                 ,Calle peatonal
1992,VIPS Y GINOS PRINCESA,ARGUELLES           ,Calle peatonal
1993,TXIRIMIRI,IBIZA               ,Bulevar
1994,DE TAPAS                                          ,EL PILAR            ,Acera
1995,R?TULO NO INFORMADO,EL PILAR            ,Acera
1996,DUNKIN COFFEE,BELLAS VISTAS       ,Acera
1997,PECADITOS,JUSTICIA            ,Plaza peatonal
1998,R?TULO NO INFORMADO,JUSTICIA            ,Acera
1999,LOLA & CO,JUSTICIA            ,Calle peatonal
2000,BAR CAFETERIA,ROSAS               ,Acera
2001,CERVECERIA 100 MONTADITOS,SOL                 ,Calle peatonal
2002,ANTOINETTE,SOL                 ,Calle peatonal
2003,BAR BARRASA,PALOMERAS SURESTE   ,Superficie en parcela privada
2004,VE-GA BAR,LISTA               ,Bulevar
2005,CAFETERIA CARBALLO,VISTA ALEGRE        ,Acera
2006,EL MONTE ARARAT,ARAVACA             ,Acera
2007,MERCADO PROVENZAL,ARGUELLES           ,Acera
2008,DE TAPEO,ENSANCHE DE VALLECAS,Acera
2009,BAR RIAZOR,COMILLAS            ,Acera
2010,PI,CIUDAD UNIVERSITARIA,Acera
2011,LA GALERIA,BUENAVISTA          ,Acera
2012,TABERNA ROBERT,PALOMERAS SURESTE   ,Acera
2013,ARRIVEDERCCI ROMA,IBIZA               ,Acera
2014,ESPADA DA TOMASO,IBIZA               ,Bulevar
2015,TABERNA EL REFECTORIO DE IBIZA,IBIZA               ,Bulevar
2016,EL LOFT,PALACIO             ,Plaza peatonal
2017,CBADA,PALACIO             ,Plaza peatonal
2018,LA FLACA CARNE DE VACA,PALACIO             ,Plaza peatonal
2019,ROSCAFFE,VALDEACEDERAS       ,Plaza peatonal
2020,TECKEL,HISPANOAMERICA      ,Acera
2021,POMODORO,EL VISO             ,Acera
2022,LA ESTRELLA,ESTRELLA            ,Acera
2023,CAFETERIA RINCON DE JAVI,CAMPAMENTO          ,Superficie en parcela privada
2024,CERVECERIA DEDIEGO,LAS AGUILAS         ,Superficie en parcela privada
2025,HARINA,JUSTICIA            ,Calle peatonal
2026,RESTAURANTE GRIEGO HERCULES,EMBAJADORES         ,Acera
2027,GINOS,NI?O JESUS          ,Acera
2028,CAFETERIA GEMINIS,PALOMERAS SURESTE   ,Acera
2029,MANOLO BAKES,LISTA               ,Acera
2030,MAURA,LOS JERONIMOS       ,Acera
2031,LA COPICHUELA,PE?A GRANDE         ,Superficie en parcela privada
2032,PERFIL 34,GOYA                ,Acera
2033,CAFETERIA VENECIA,VALVERDE            ,Acera
2034,EL VIEJO ALMACEN DE BUENOS AIRES,PE?A GRANDE         ,Superficie en parcela privada
2035,BAR PAMER,EL PILAR            ,Superficie en parcela privada
2036,MARIORCA,PROSPERIDAD         ,Acera
2037,BIRLOQUE,EL PILAR            ,Acera
2038,MALLORCA,RECOLETOS           ,Acera
2039,R?TULO NO INFORMADO,VISTA ALEGRE        ,Acera
2040,CAF? Y T?,EL VISO             ,Acera
2041,OASIS NEGRO,ENTREVIAS           ,Acera
2042,FABORIT,CASTILLA            ,Acera
2043,BABUDES,PROSPERIDAD         ,Acera
2044,CAFETERIA CAUCA,ROSAS               ,Acera
2045,EL RINCON DELOS TOREROS CAFE DE AQUITANIA,ARCOS               ,Acera
2046,CAFE CARMEN,SOL                 ,Acera
2047,CAFE DE MAHON,UNIVERSIDAD         ,Plaza peatonal
2048,R?TULO NO INFORMADO,PALACIO             ,Calle peatonal
2049,VIENA CAPELLANES,RECOLETOS           ,Acera
2050,PASTELERIA CAFETERIA SECOYA,CUATRO VIENTOS      ,Acera
2051,BAR LUCANO,CANILLEJAS          ,Acera
2052,BAR DE PALMERO,NUEVA ESPA?A        ,Acera
2053,EL RELOJ DE ARENA,EL VISO             ,Acera
2054,EL BARUCO DE ANA,HISPANOAMERICA      ,Acera
2055,LA BOMBA BISTRO,NUEVA ESPA?A        ,Otros
2056,CERVECERIA CAFETERIA LOS ASTURIANOS,PALOMERAS BAJAS     ,Acera
2057,PE?ACRUZ,JUSTICIA            ,Acera
2058,BAR ROTONDA  DE PE?ARANDA,ENSANCHE DE VALLECAS,Acera
2059,CERVECERIA GAMBRINUS MIRASIERRA,MIRASIERRA          ,Acera
2060,RINCON DE SALVA,VALVERDE            ,Acera
2061,EL CHORRON BAR-RESTAURANTE,PE?A GRANDE         ,Calle peatonal
2062,MONCAYO,QUINTANA            ,Acera
2063,AIREN,SAN JUAN BAUTISTA   ,Acera
2064,EVA PIZZERIA,PUEBLO NUEVO        ,Acera
2065,CAFETERIA RESTAURANTE DON ANTONIO,BUENAVISTA          ,Acera
2066,BAR MANZANARES,COMILLAS            ,Acera
2067,LA TABLA,BUENAVISTA          ,Acera
2068,CAFETERIA,SOL                 ,Calle peatonal
2069,SABOR EXTREMO,LAS AGUILAS         ,Superficie en parcela privada
2070,RESTAURANTE PUERTO MAIOR,LEGAZPI             ,Acera
2071,CARBON NEGRO,LISTA               ,Acera
2072,CAFETERIA MONTESINOS,IMPERIAL            ,Acera
2073,LAS TAPAS DE BACALAO,LEGAZPI             ,Acera
2074,BAR LA LEONESA,REJAS               ,Acera
2075,MILOS RESTAURANTE GRIEGO,GUINDALERA          ,Acera
2076,CERVECERIA NABOR,LUCERO              ,Superficie en parcela privada
2077,BAR RESTAURANTE DON MARIO,BUENAVISTA          ,Acera
2078,DONER KEBA PURFA,CASCO H.VALLECAS    ,Acera
2079,PIZARRA BAR,PROSPERIDAD         ,Acera
2080,CAFE COMERCIAL,JUSTICIA            ,Calle peatonal
2081,CERVECERIA EMPERADOR,BUENAVISTA          ,Acera
2082,CAFETERIA BAR NUMANCIA,BELLAS VISTAS       ,Acera
2083,LA ROTISSERIA,ENSANCHE DE VALLECAS,Acera
2084,PIZZERIA ABOCA,EL SALVADOR         ,Acera
2085,TONY ROMA'S,EL VISO             ,Acera
2086,EL RINCON DE ARTURO,IBIZA               ,Bulevar
2087,TERRUCA,LISTA               ,Acera
2088,LA MANJERIA,PROSPERIDAD         ,Acera
2089,ILLUNBE,NUEVA ESPA?A        ,Bulevar
2090,CENTRO DE ELIMINACION DE PIOJOS Y LIENDRES,CASTILLA            ,Acera
2091,EL RINCON DE ELI,CAMPAMENTO          ,Superficie en parcela privada
2092,CAFETERIA RESTAURANTE ANDUJAR,LOS JERONIMOS       ,Acera
2093,CERVECERIA AROCA,LAS AGUILAS         ,Superficie en parcela privada
2094,RESTAURANTE DONATE,CIUDAD UNIVERSITARIA,Otros
2095,LA DOMINGA,UNIVERSIDAD         ,Plaza con bandas permanentes de circulaci? rodada
2096,EL RINCON DE ELSA,CONCEPCION          ,Acera
2097,CAFETERIA CANDILEJAS,RECOLETOS           ,Acera
2098,CAFETERIA LA NUEVA POCHA,PUERTA BONITA       ,Acera
2099,ROYAL THAI -RESTAURANTE TAILAND?S,VALVERDE            ,Acera
2100,FRANK AND FURT,GOYA                ,Plaza peatonal
2101,BAR CAROLINA,CASCO H.VICALVARO   ,Acera
2102,EL GATO Y LA ALMENDRA,DELICIAS            ,Otros
2103,LA PESCADERIA,UNIVERSIDAD         ,Acera
2104,HOME BURGER BAR,UNIVERSIDAD         ,Plaza con bandas permanentes de circulaci? rodada
2105,BAR CANALES,EMBAJADORES         ,Acera
2106,LA ESQUINA,PALACIO             ,Plaza con bandas permanentes de circulaci? rodada
2107,LA TAPERIA,CORTES              ,Plaza con bandas permanentes de circulaci? rodada
2108,TURKANA BAR,PALACIO             ,Acera
2109,VIPS,CORTES              ,Acera
2110,RESTAURANTE AMBAL,SOL                 ,Plaza peatonal
2111,NUEVO CAFE BARBIERI,EMBAJADORES         ,Acera
2112,SAN GINES,SOL                 ,Plaza peatonal
2113,LA TORRE DEL ORO,SOL                 ,Plaza peatonal
2114,EBOLI,SOL                 ,Plaza peatonal
2115,CAFE LOS ARCOS BAR,SOL                 ,Plaza peatonal
2116,RESTAURANTE LIANA,SOL                 ,Plaza peatonal
2117,EL GATO NEGRO,SOL                 ,Plaza peatonal
2118,RESTAURANTE  HEGAR,SOL                 ,Plaza peatonal
2119,"TIENDA DE SOUVENIRS, REGALOS Y COMPLEMENTOS",SOL                 ,Plaza peatonal
2120,EURO DONER ISTANBUL,CORTES              ,Acera
2121,TERRA ANOSA,SOL                 ,Acera
2122,LOS AMIGOS RESTAURANTE,SOL                 ,Calle peatonal
2123,CERVACERIA 100 MONTADITOS,CORTES              ,Acera
2124,RESTAURANTE SOBRINO DE BOTIN                      ,SOL                 ,Acera
2125,LA GUSTAVA,CORTES              ,Plaza peatonal
2126,TOPOLLINO,SOL                 ,Acera
2127,ZENITH,UNIVERSIDAD         ,Acera
2128,SURYA,UNIVERSIDAD         ,Acera
2129,DIA MARKET,IBIZA               ,Bulevar
2130,BAR MESON GONZALEZ,ALUCHE              ,Superficie en parcela privada
2131,RESTAURANTE GALLEGO,VALVERDE            ,Superficie en parcela privada
2132,FURUSATO,CUATRO CAMINOS      ,Acera
2133,KEBAB PALACE,GOYA                ,Acera
2134,LATERAL,CASTELLANA          ,Calle peatonal
2135,BAR LOS BARRILES,CASCO H.VALLECAS    ,Acera
2136,BAR CERVECERIA ARRUZA,ALUCHE              ,Acera
2137,BODEBAS ?LVARO,LUCERO              ,Acera
2138,CAFETERIA CALERO CERVECERIA,PORTAZGO            ,Acera
2139,BAR LOS ARCOS,SAN CRISTOBAL       ,Plaza peatonal
2140,KOFE KORNER,LOS JERONIMOS       ,Acera
2141,LIMA-LIM?N,NI?O JESUS          ,Acera
2142,"FRANQUICIA O'DONNELL 17, S.L.",GOYA                ,Acera
2143,RESTAURANTE PUNTO B?SICO,ARGUELLES           ,Acera
2144,SIN ESPECIFICAR,PALOS DE MOGUER     ,Acera
2145,BAR EL BUEN GUSTO,QUINTANA            ,Calle peatonal
2146,CAFETERIA HOTEL CLARIDGE,ADELFAS             ,Acera
2147,CERVECERIA CASA PUEBLA,EL VISO             ,Bulevar
2148,BAR-RESTAURANTE,EL VISO             ,Acera
2149,VIABANA  BAR-RESTAURANTE,EL VISO             ,Acera
2150,CAFETERIA ARES CERVECERIA,LUCERO              ,Acera
2151,NAIF,UNIVERSIDAD         ,Plaza con bandas permanentes de circulaci? rodada
2152,CON A CHE,UNIVERSIDAD         ,Plaza con bandas permanentes de circulaci? rodada
2153,BAR RESTAURANTE,PALACIO             ,Acera
2154,AREPA OLE,SOL                 ,Calle peatonal
2155,CAFE ALMA BAR,EMBAJADORES         ,Acera
2156,PIZERIA VIA APPIA,PALACIO             ,Acera
2157,JUST WALKIN BAR RESTAURANTE,ENSANCHE DE VALLECAS,Bulevar
2158,BAR LA AMISTAD,PALOS DE MOGUER     ,Acera
2159,QDELEITE,MIRASIERRA          ,Acera
2160,LA MALAGUE?A,EL PILAR            ,Calle peatonal
2161,BAR LA CABA?A,EL PILAR            ,Otros
2162,BAR EL BARRIO,ALUCHE              ,Calle peatonal
2163,EL MESTIZO,RECOLETOS           ,Acera
2164,BAR LA VIA CERVECERIA MARISQUERIA,OPA?EL              ,Acera
2165,BAR RESTAURANTE ROSA,OPA?EL              ,Acera
2166,CERVECERIA SAMARA,VISTA ALEGRE        ,Acera
2167,LIZARRAN,GOYA                ,Acera
2168,CAFETERIA GRAN VIA,PUERTA DEL ANGEL    ,Otros
2169,EL RINCON DE LAVINIA,LAS AGUILAS         ,Acera
2170,EL RINCON DEL PINAR,COSTILLARES         ,Acera
2171,CAFETERIA SIETE,HISPANOAMERICA      ,Acera
2172,BABY BEEF RUBAIYAT,NUEVA ESPA?A        ,Acera
2173,LAS CUEVAS DE LUIS CANDELAS                       ,SOL                 ,Acera
2174,BAR-ASADOR MR. PIPE,CORTES              ,Acera
2175,BAR PORTO,EMBAJADORES         ,Acera
2176,BACCIU,HISPANOAMERICA      ,Acera
2177,LA JUNTA,CIUDAD JARDIN       ,Plaza peatonal
2178,PULPERIA AIRI?OS,ROSAS               ,Acera
2179,ICIAR,EL VISO             ,Bulevar
2180,EL COTO DEL CASAR                     ,PROSPERIDAD         ,Acera
2181,STARBUCKS COFFEE,CASTILLA            ,Superficie en parcela privada
2182,ESTRELLA DEL SUR,ENSANCHE DE VALLECAS,Acera
2183,BAR L0S CARACOLES,EMBAJADORES         ,Plaza con bandas permanentes de circulaci? rodada
2184,CERVECERIA ROCAFRIA,JUSTICIA            ,Acera
2185,CALZADO-COMPLEMENTOS,IBIZA               ,Bulevar
2186,RESTAURANTE MUI,UNIVERSIDAD         ,Acera
2187,BAR TELEPESCADITO,COSTILLARES         ,Acera
2188,LAMBUZO,SOL                 ,Calle peatonal
2189,TOMATES VERDES FRITOS,EMBAJADORES         ,Acera
2190,MUESTRA,COLINA              ,Acera
2191,BAR,LUCERO              ,Calle peatonal
2192,BAR CAFETERIA LOS POETAS,VALDEZARZA          ,Acera
2193,HORNO SAN ANTONIO PASTELERIA CAFETERIA,CASA DE CAMPO       ,Acera
2194,EL SECRETO DE DORA,VISTA ALEGRE        ,Acera
2195,MAMMA COOKIE,ENSANCHE DE VALLECAS,Acera
2196,SIN INDICAR,ENSANCHE DE VALLECAS,Bulevar
2197,CAFE,HISPANOAMERICA      ,Acera
2198,FERRARA GASTRONOMIA,CIUDAD JARDIN       ,Otros
2199,SWAP,EL VISO             ,Bulevar
2200,CAIXA,EL VISO             ,Acera
2201,VIGA MAR S,NUEVA ESPA?A        ,Acera
2202,LA BARRA DE PELOTARI,VALVERDE            ,Acera
2203,TELEPIZZA,MIRASIERRA          ,Acera
2204,BAR CAFE MI HABANA,LA PAZ              ,Acera
2205,PLAQUES,ALUCHE              ,Superficie en parcela privada
2206,BAR LAS HURDES,LUCERO              ,Superficie en parcela privada
2207,HONTANARES SA,CORTES              ,Acera
2208,LA ALEGRIA DE GRANADA,ALMENDRALES         ,Acera
2209,CAFETERIA LA EMBAJADA CERVECERIA,ACACIAS             ,Acera
2210,LIDL,NI?O JESUS          ,Acera
2211,CAFETERIA NECTAR,PACIFICO            ,Acera
2212,ROTONDA PACIFICO CERVECERIA,ADELFAS             ,Acera
2213,MESON DAVID,PACIFICO            ,Acera
2214,BAR PALACIN,ENTREVIAS           ,Acera
2215,CAFETERIA MADRID 2,ADELFAS             ,Acera
2216,BAR JACI II,PACIFICO            ,Acera
2217,BAR ALEMAR RESTAURANTE,IBIZA               ,Bulevar
2218,ATI - 2,PACIFICO            ,Acera
2219,VIENA AZUL,IBIZA               ,Acera
2220,BAR CARRASCO,AMPOSTA             ,Acera
2221,BAR LA HERRADURA,PUERTA DEL ANGEL    ,Acera
2222,CERVECERIA VARGAS,VENTAS              ,Acera
2223,BO FINN,CASTELLANA          ,Acera
2224,BAR BLAZQUEZ,FONTARRON           ,Acera
2225,EL PARADOR,ADELFAS             ,Acera
2226,EL RATON VAQUERO,IBIZA               ,Bulevar
2227,CERVECERIA TIRACA?AS,ADELFAS             ,Acera
2228,BAR CRISTOBAL                                     ,ADELFAS             ,Acera
2229,SANT-ARCANGELO,LOS JERONIMOS       ,Acera
2230,TERRAZA EL BOTANICO,LOS JERONIMOS       ,Acera
2231,R?TULO NO INFORMADO,RIOS ROSAS          ,Acera
2232,PENALTI,VALLEHERMOSO        ,Acera
2233,BAR AVENIDA,VENTAS              ,Acera
2234,ANGEL SIERRA,JUSTICIA            ,Plaza peatonal
2235,R?TULO NO INFORMADO,ZOFIO               ,Superficie en parcela privada
2236,STOP MADRID,HISPANOAMERICA      ,Acera
2237,RESTAURANTE MAR Y TIERRA,HISPANOAMERICA      ,Acera
2238,BAR RESTAURANTE NAGO,NUEVA ESPA?A        ,Acera
2239,SANTAGLORIA,HISPANOAMERICA      ,Acera
2240,VERMONT,ADELFAS             ,Acera
2241,CAFETERIA LA ISLA,IBIZA               ,Bulevar
2242,EL DON DE BETTY,IBIZA               ,Acera
2243,EL CAPRICHO,RIOS ROSAS          ,Acera
2244,LA ESQUINA DE CAVANILLES,PACIFICO            ,Acera
2245,BAR LA COLONIA,NI?O JESUS          ,Acera
2246,LA ESQUINA DE TELLEZ,PACIFICO            ,Acera
2247,HUERTA Y CALDERO,IBIZA               ,Bulevar
2248,BAR CARBALLON,PUERTA DEL ANGEL    ,Acera
2249,LIZETH,ENSANCHE DE VALLECAS,Acera
2250,ACEYTUNA,TRAFALGAR           ,Acera
2251,CAFETERIA OLIVARES,VALVERDE            ,Superficie en parcela privada
2252,VOLAPIE,GOYA                ,Plaza peatonal
2253,PROVENZAL,EL VISO             ,Bulevar
2254,BAR RESTAURANTE,EL VISO             ,Acera
